idx,rtl_i,py_i,err_i,rtl_q,py_q,err_q
3264,20,21,-1,-6,-6,0
3265,20,20,0,-5,-6,1
3266,20,20,0,-5,-5,0
3267,20,20,0,-6,-5,-1
3268,21,20,1,-6,-6,0
3269,20,21,-1,-6,-6,0
3270,20,20,0,-5,-6,1
3271,20,20,0,-5,-5,0
3272,20,20,0,-6,-5,-1
3273,21,20,1,-6,-6,0
3274,20,21,-1,-6,-6,0
3275,20,20,0,-5,-6,1
3276,20,20,0,-5,-5,0
3277,20,20,0,-6,-5,-1
3278,21,20,1,-6,-6,0
3279,20,21,-1,-6,-6,0
3280,20,20,0,-5,-6,1
3281,20,20,0,-5,-5,0
3282,20,20,0,-6,-5,-1
3283,21,20,1,-6,-6,0
3284,20,21,-1,-6,-6,0
3285,20,20,0,-5,-6,1
3286,20,20,0,-5,-5,0
3287,20,20,0,-6,-5,-1
3288,21,20,1,-6,-6,0
3289,20,21,-1,-6,-6,0
3290,20,20,0,-5,-6,1
3291,20,20,0,-5,-5,0
3292,20,20,0,-6,-5,-1
3293,21,20,1,-6,-6,0
3294,20,21,-1,-6,-6,0
3295,20,20,0,-5,-6,1
3296,20,20,0,-5,-5,0
3297,20,20,0,-6,-5,-1
3298,21,20,1,-6,-6,0
3299,20,21,-1,-6,-6,0
3300,20,20,0,-5,-6,1
3301,20,20,0,-5,-5,0
3302,20,20,0,-6,-5,-1
3303,21,20,1,-6,-6,0
3304,20,21,-1,-6,-6,0
3305,20,20,0,-5,-6,1
3306,20,20,0,-5,-5,0
3307,20,20,0,-6,-5,-1
3308,21,20,1,-6,-6,0
3309,20,21,-1,-6,-6,0
3310,20,20,0,-5,-6,1
3311,20,20,0,-5,-5,0
3312,20,20,0,-6,-5,-1
3313,21,20,1,-6,-6,0
3314,20,21,-1,-6,-6,0
3315,20,20,0,-5,-6,1
3316,20,20,0,-5,-5,0
3317,20,20,0,-6,-5,-1
3318,21,20,1,-6,-6,0
3319,20,21,-1,-6,-6,0
3320,20,20,0,-5,-6,1
3321,20,20,0,-5,-5,0
3322,20,20,0,-6,-5,-1
3323,21,20,1,-6,-6,0
3324,20,21,-1,-6,-6,0
3325,20,20,0,-5,-6,1
3326,20,20,0,-5,-5,0
3327,20,20,0,-6,-5,-1
3328,21,20,1,-6,-6,0
3329,20,21,-1,-6,-6,0
3330,20,20,0,-5,-6,1
3331,20,20,0,-5,-5,0
3332,20,20,0,-6,-5,-1
3333,21,20,1,-6,-6,0
3334,20,21,-1,-6,-6,0
3335,20,20,0,-5,-6,1
3336,20,20,0,-5,-5,0
3337,20,20,0,-6,-5,-1
3338,21,20,1,-6,-6,0
3339,20,21,-1,-6,-6,0
3340,20,20,0,-5,-6,1
3341,20,20,0,-5,-5,0
3342,20,20,0,-6,-5,-1
3343,21,20,1,-6,-6,0
3344,20,21,-1,-6,-6,0
3345,20,20,0,-5,-6,1
3346,20,20,0,-5,-5,0
3347,20,20,0,-6,-5,-1
3348,21,20,1,-6,-6,0
3349,20,21,-1,-6,-6,0
3350,20,20,0,-5,-6,1
3351,20,20,0,-5,-5,0
3352,20,20,0,-6,-5,-1
3353,21,20,1,-6,-6,0
3354,20,21,-1,-6,-6,0
3355,20,20,0,-5,-6,1
3356,20,20,0,-5,-5,0
3357,20,20,0,-6,-5,-1
3358,21,20,1,-6,-6,0
3359,20,21,-1,-6,-6,0
3360,20,20,0,-5,-6,1
3361,20,20,0,-5,-5,0
3362,20,20,0,-6,-5,-1
3363,21,20,1,-6,-6,0
3364,20,21,-1,-6,-6,0
3365,20,20,0,-5,-6,1
3366,20,20,0,-5,-5,0
3367,20,20,0,-6,-5,-1
3368,21,20,1,-6,-6,0
3369,20,21,-1,-6,-6,0
3370,20,20,0,-5,-6,1
3371,20,20,0,-5,-5,0
3372,20,20,0,-6,-5,-1
3373,21,20,1,-6,-6,0
3374,20,21,-1,-6,-6,0
3375,20,20,0,-5,-6,1
3376,20,20,0,-5,-5,0
3377,20,20,0,-6,-5,-1
3378,21,20,1,-6,-6,0
3379,20,21,-1,-6,-6,0
3380,20,20,0,-5,-6,1
3381,20,20,0,-5,-5,0
3382,20,20,0,-6,-5,-1
3383,21,20,1,-6,-6,0
3384,20,21,-1,-6,-6,0
3385,20,20,0,-5,-6,1
3386,20,20,0,-5,-5,0
3387,20,20,0,-6,-5,-1
3388,21,20,1,-6,-6,0
3389,20,21,-1,-6,-6,0
3390,20,20,0,-5,-6,1
3391,20,20,0,-5,-5,0
3392,20,20,0,-6,-5,-1
3393,21,20,1,-6,-6,0
3394,20,21,-1,-6,-6,0
3395,20,20,0,-5,-6,1
3396,20,20,0,-5,-5,0
3397,20,20,0,-6,-5,-1
3398,21,20,1,-6,-6,0
3399,20,21,-1,-6,-6,0
3400,20,20,0,-5,-6,1
3401,20,20,0,-5,-5,0
3402,20,20,0,-6,-5,-1
3403,21,20,1,-6,-6,0
3404,20,21,-1,-6,-6,0
3405,20,20,0,-5,-6,1
3406,20,20,0,-5,-5,0
3407,20,20,0,-6,-5,-1
3408,21,20,1,-6,-6,0
3409,20,21,-1,-6,-6,0
3410,20,20,0,-5,-6,1
3411,20,20,0,-5,-5,0
3412,20,20,0,-6,-5,-1
3413,21,20,1,-6,-6,0
3414,20,21,-1,-6,-6,0
3415,20,20,0,-5,-6,1
3416,20,20,0,-5,-5,0
3417,20,20,0,-6,-5,-1
3418,21,20,1,-6,-6,0
3419,20,21,-1,-6,-6,0
3420,20,20,0,-5,-6,1
3421,20,20,0,-5,-5,0
3422,20,20,0,-6,-5,-1
3423,21,20,1,-6,-6,0
3424,20,21,-1,-6,-6,0
3425,20,20,0,-5,-6,1
3426,20,20,0,-5,-5,0
3427,20,20,0,-6,-5,-1
3428,21,20,1,-6,-6,0
3429,20,21,-1,-6,-6,0
3430,20,20,0,-5,-6,1
3431,20,20,0,-5,-5,0
3432,20,20,0,-6,-5,-1
3433,21,20,1,-6,-6,0
3434,20,21,-1,-6,-6,0
3435,20,20,0,-5,-6,1
3436,20,20,0,-5,-5,0
3437,20,20,0,-6,-5,-1
3438,21,20,1,-6,-6,0
3439,20,21,-1,-6,-6,0
3440,20,20,0,-5,-6,1
3441,20,20,0,-5,-5,0
3442,20,20,0,-6,-5,-1
3443,21,20,1,-6,-6,0
3444,20,21,-1,-6,-6,0
3445,20,20,0,-5,-6,1
3446,20,20,0,-5,-5,0
3447,20,20,0,-6,-5,-1
3448,21,20,1,-6,-6,0
3449,20,21,-1,-6,-6,0
3450,20,20,0,-5,-6,1
3451,20,20,0,-5,-5,0
3452,20,20,0,-6,-5,-1
3453,21,20,1,-6,-6,0
3454,20,21,-1,-6,-6,0
3455,20,20,0,-5,-6,1
3456,20,20,0,-5,-5,0
3457,20,20,0,-6,-5,-1
3458,21,20,1,-6,-6,0
3459,20,21,-1,-6,-6,0
3460,20,20,0,-5,-6,1
3461,20,20,0,-5,-5,0
3462,20,20,0,-6,-5,-1
3463,21,20,1,-6,-6,0
3464,20,21,-1,-6,-6,0
3465,20,20,0,-5,-6,1
3466,20,20,0,-5,-5,0
3467,20,20,0,-6,-5,-1
3468,21,20,1,-6,-6,0
3469,20,21,-1,-6,-6,0
3470,20,20,0,-5,-6,1
3471,20,20,0,-5,-5,0
3472,20,20,0,-6,-5,-1
3473,21,20,1,-6,-6,0
3474,20,21,-1,-6,-6,0
3475,20,20,0,-5,-6,1
3476,20,20,0,-5,-5,0
3477,20,20,0,-6,-5,-1
3478,21,20,1,-6,-6,0
3479,20,21,-1,-6,-6,0
3480,20,20,0,-5,-6,1
3481,20,20,0,-5,-5,0
3482,20,20,0,-6,-5,-1
3483,21,20,1,-6,-6,0
3484,20,21,-1,-6,-6,0
3485,20,20,0,-5,-6,1
3486,20,20,0,-5,-5,0
3487,20,20,0,-6,-5,-1
3488,21,20,1,-6,-6,0
3489,20,21,-1,-6,-6,0
3490,20,20,0,-5,-6,1
3491,20,20,0,-5,-5,0
3492,20,20,0,-6,-5,-1
3493,21,20,1,-6,-6,0
3494,20,21,-1,-6,-6,0
3495,20,20,0,-5,-6,1
3496,20,20,0,-5,-5,0
3497,20,20,0,-6,-5,-1
3498,21,20,1,-6,-6,0
3499,20,21,-1,-6,-6,0
3500,20,20,0,-5,-6,1
3501,20,20,0,-5,-5,0
3502,20,20,0,-6,-5,-1
3503,21,20,1,-6,-6,0
3504,20,21,-1,-6,-6,0
3505,20,20,0,-5,-6,1
3506,20,20,0,-5,-5,0
3507,20,20,0,-6,-5,-1
3508,21,20,1,-6,-6,0
3509,20,21,-1,-6,-6,0
3510,20,20,0,-5,-6,1
3511,20,20,0,-5,-5,0
3512,20,20,0,-6,-5,-1
3513,21,20,1,-6,-6,0
3514,20,21,-1,-6,-6,0
3515,20,20,0,-5,-6,1
3516,20,20,0,-5,-5,0
3517,20,20,0,-6,-5,-1
3518,21,20,1,-6,-6,0
3519,20,21,-1,-6,-6,0
3520,20,20,0,-5,-6,1
3521,20,20,0,-5,-5,0
3522,20,20,0,-6,-5,-1
3523,21,20,1,-6,-6,0
3524,20,21,-1,-6,-6,0
3525,20,20,0,-5,-6,1
3526,20,20,0,-5,-5,0
3527,20,20,0,-6,-5,-1
3528,21,20,1,-6,-6,0
3529,20,21,-1,-6,-6,0
3530,20,20,0,-5,-6,1
3531,20,20,0,-5,-5,0
3532,20,20,0,-6,-5,-1
3533,21,20,1,-6,-6,0
3534,20,21,-1,-6,-6,0
3535,20,20,0,-5,-6,1
3536,20,20,0,-5,-5,0
3537,20,20,0,-6,-5,-1
3538,21,20,1,-6,-6,0
3539,20,21,-1,-6,-6,0
3540,20,20,0,-5,-6,1
3541,20,20,0,-5,-5,0
3542,20,20,0,-6,-5,-1
3543,21,20,1,-6,-6,0
3544,20,21,-1,-6,-6,0
3545,20,20,0,-5,-6,1
3546,20,20,0,-5,-5,0
3547,20,20,0,-6,-5,-1
3548,21,20,1,-6,-6,0
3549,20,21,-1,-6,-6,0
3550,20,20,0,-5,-6,1
3551,20,20,0,-5,-5,0
3552,20,20,0,-6,-5,-1
3553,21,20,1,-6,-6,0
3554,20,21,-1,-6,-6,0
3555,20,20,0,-5,-6,1
3556,20,20,0,-5,-5,0
3557,20,20,0,-6,-5,-1
3558,21,20,1,-6,-6,0
3559,20,21,-1,-6,-6,0
3560,20,20,0,-5,-6,1
3561,20,20,0,-5,-5,0
3562,20,20,0,-6,-5,-1
3563,21,20,1,-6,-6,0
3564,20,21,-1,-6,-6,0
3565,20,20,0,-5,-6,1
3566,20,20,0,-5,-5,0
3567,20,20,0,-6,-5,-1
3568,21,20,1,-6,-6,0
3569,20,21,-1,-6,-6,0
3570,20,20,0,-5,-6,1
3571,20,20,0,-5,-5,0
3572,20,20,0,-6,-5,-1
3573,21,20,1,-6,-6,0
3574,20,21,-1,-6,-6,0
3575,20,20,0,-5,-6,1
3576,20,20,0,-5,-5,0
3577,20,20,0,-6,-5,-1
3578,21,20,1,-6,-6,0
3579,20,21,-1,-6,-6,0
3580,20,20,0,-5,-6,1
3581,20,20,0,-5,-5,0
3582,20,20,0,-6,-5,-1
3583,21,20,1,-6,-6,0
3584,20,21,-1,-6,-6,0
3585,20,20,0,-5,-6,1
3586,20,20,0,-5,-5,0
3587,20,20,0,-6,-5,-1
3588,21,20,1,-6,-6,0
3589,20,21,-1,-6,-6,0
3590,20,20,0,-5,-6,1
3591,20,20,0,-5,-5,0
3592,20,20,0,-6,-5,-1
3593,21,20,1,-6,-6,0
3594,20,21,-1,-6,-6,0
3595,20,20,0,-5,-6,1
3596,20,20,0,-5,-5,0
3597,20,20,0,-6,-5,-1
3598,21,20,1,-6,-6,0
3599,20,21,-1,-6,-6,0
3600,20,20,0,-5,-6,1
3601,20,20,0,-5,-5,0
3602,20,20,0,-6,-5,-1
3603,21,20,1,-6,-6,0
3604,20,21,-1,-6,-6,0
3605,20,20,0,-5,-6,1
3606,20,20,0,-5,-5,0
3607,20,20,0,-6,-5,-1
3608,21,20,1,-6,-6,0
3609,20,21,-1,-6,-6,0
3610,20,20,0,-5,-6,1
3611,20,20,0,-5,-5,0
3612,20,20,0,-6,-5,-1
3613,21,20,1,-6,-6,0
3614,20,21,-1,-6,-6,0
3615,20,20,0,-5,-6,1
3616,20,20,0,-5,-5,0
3617,20,20,0,-6,-5,-1
3618,21,20,1,-6,-6,0
3619,20,21,-1,-6,-6,0
3620,20,20,0,-5,-6,1
3621,20,20,0,-5,-5,0
3622,20,20,0,-6,-5,-1
3623,21,20,1,-6,-6,0
3624,20,21,-1,-6,-6,0
3625,20,20,0,-5,-6,1
3626,20,20,0,-5,-5,0
3627,20,20,0,-6,-5,-1
3628,21,20,1,-6,-6,0
3629,20,21,-1,-6,-6,0
3630,20,20,0,-5,-6,1
3631,20,20,0,-5,-5,0
3632,20,20,0,-6,-5,-1
3633,21,20,1,-6,-6,0
3634,20,21,-1,-6,-6,0
3635,20,20,0,-5,-6,1
3636,20,20,0,-5,-5,0
3637,20,20,0,-6,-5,-1
3638,21,20,1,-6,-6,0
3639,20,21,-1,-6,-6,0
3640,20,20,0,-5,-6,1
3641,20,20,0,-5,-5,0
3642,20,20,0,-6,-5,-1
3643,21,20,1,-6,-6,0
3644,20,21,-1,-6,-6,0
3645,20,20,0,-5,-6,1
3646,20,20,0,-5,-5,0
3647,20,20,0,-6,-5,-1
3648,21,20,1,-6,-6,0
3649,20,21,-1,-6,-6,0
3650,20,20,0,-5,-6,1
3651,20,20,0,-5,-5,0
3652,20,20,0,-6,-5,-1
3653,21,20,1,-6,-6,0
3654,20,21,-1,-6,-6,0
3655,20,20,0,-5,-6,1
3656,20,20,0,-5,-5,0
3657,20,20,0,-6,-5,-1
3658,21,20,1,-6,-6,0
3659,20,21,-1,-6,-6,0
3660,20,20,0,-5,-6,1
3661,20,20,0,-5,-5,0
3662,20,20,0,-6,-5,-1
3663,21,20,1,-6,-6,0
3664,20,21,-1,-6,-6,0
3665,20,20,0,-5,-6,1
3666,20,20,0,-5,-5,0
3667,20,20,0,-6,-5,-1
3668,21,20,1,-6,-6,0
3669,20,21,-1,-6,-6,0
3670,20,20,0,-5,-6,1
3671,20,20,0,-5,-5,0
3672,20,20,0,-6,-5,-1
3673,21,20,1,-6,-6,0
3674,20,21,-1,-6,-6,0
3675,20,20,0,-5,-6,1
3676,20,20,0,-5,-5,0
3677,20,20,0,-6,-5,-1
3678,21,20,1,-6,-6,0
3679,20,21,-1,-6,-6,0
3680,20,20,0,-5,-6,1
3681,20,20,0,-5,-5,0
3682,20,20,0,-6,-5,-1
3683,21,20,1,-6,-6,0
3684,20,21,-1,-6,-6,0
3685,20,20,0,-5,-6,1
3686,20,20,0,-5,-5,0
3687,20,20,0,-6,-5,-1
3688,21,20,1,-6,-6,0
3689,20,21,-1,-6,-6,0
3690,20,20,0,-5,-6,1
3691,20,20,0,-5,-5,0
3692,20,20,0,-6,-5,-1
3693,21,20,1,-6,-6,0
3694,20,21,-1,-6,-6,0
3695,20,20,0,-5,-6,1
3696,20,20,0,-5,-5,0
3697,20,20,0,-6,-5,-1
3698,21,20,1,-6,-6,0
3699,20,21,-1,-6,-6,0
3700,20,20,0,-5,-6,1
3701,20,20,0,-5,-5,0
3702,20,20,0,-6,-5,-1
3703,21,20,1,-6,-6,0
3704,20,21,-1,-6,-6,0
3705,20,20,0,-5,-6,1
3706,20,20,0,-5,-5,0
3707,20,20,0,-6,-5,-1
3708,21,20,1,-6,-6,0
3709,20,21,-1,-6,-6,0
3710,20,20,0,-5,-6,1
3711,20,20,0,-5,-5,0
3712,20,20,0,-6,-5,-1
3713,21,20,1,-6,-6,0
3714,20,21,-1,-6,-6,0
3715,20,20,0,-5,-6,1
3716,20,20,0,-5,-5,0
3717,20,20,0,-6,-5,-1
3718,21,20,1,-6,-6,0
3719,20,21,-1,-6,-6,0
3720,20,20,0,-5,-6,1
3721,20,20,0,-5,-5,0
3722,20,20,0,-6,-5,-1
3723,21,20,1,-6,-6,0
3724,20,21,-1,-6,-6,0
3725,20,20,0,-5,-6,1
3726,20,20,0,-5,-5,0
3727,20,20,0,-6,-5,-1
3728,21,20,1,-6,-6,0
3729,20,21,-1,-6,-6,0
3730,20,20,0,-5,-6,1
3731,20,20,0,-5,-5,0
3732,20,20,0,-6,-5,-1
3733,21,20,1,-6,-6,0
3734,20,21,-1,-6,-6,0
3735,20,20,0,-5,-6,1
3736,20,20,0,-5,-5,0
3737,20,20,0,-6,-5,-1
3738,21,20,1,-6,-6,0
3739,20,21,-1,-6,-6,0
3740,20,20,0,-5,-6,1
3741,20,20,0,-5,-5,0
3742,20,20,0,-6,-5,-1
3743,21,20,1,-6,-6,0
3744,20,21,-1,-6,-6,0
3745,20,20,0,-5,-6,1
3746,20,20,0,-5,-5,0
3747,20,20,0,-6,-5,-1
3748,21,20,1,-6,-6,0
3749,20,21,-1,-6,-6,0
3750,20,20,0,-5,-6,1
3751,20,20,0,-5,-5,0
3752,20,20,0,-6,-5,-1
3753,21,20,1,-6,-6,0
3754,20,21,-1,-6,-6,0
3755,20,20,0,-5,-6,1
3756,20,20,0,-5,-5,0
3757,20,20,0,-6,-5,-1
3758,21,20,1,-6,-6,0
3759,20,21,-1,-6,-6,0
3760,20,20,0,-5,-6,1
3761,20,20,0,-5,-5,0
3762,20,20,0,-6,-5,-1
3763,21,20,1,-6,-6,0
3764,20,21,-1,-6,-6,0
3765,20,20,0,-5,-6,1
3766,20,20,0,-5,-5,0
3767,20,20,0,-6,-5,-1
3768,21,20,1,-6,-6,0
3769,20,21,-1,-6,-6,0
3770,20,20,0,-5,-6,1
3771,20,20,0,-5,-5,0
3772,20,20,0,-6,-5,-1
3773,21,20,1,-6,-6,0
3774,20,21,-1,-6,-6,0
3775,20,20,0,-5,-6,1
3776,20,20,0,-5,-5,0
3777,20,20,0,-6,-5,-1
3778,21,20,1,-6,-6,0
3779,20,21,-1,-6,-6,0
3780,20,20,0,-5,-6,1
3781,20,20,0,-5,-5,0
3782,20,20,0,-6,-5,-1
3783,21,20,1,-6,-6,0
3784,20,21,-1,-6,-6,0
3785,20,20,0,-5,-6,1
3786,20,20,0,-5,-5,0
3787,20,20,0,-6,-5,-1
3788,21,20,1,-6,-6,0
3789,20,21,-1,-6,-6,0
3790,20,20,0,-5,-6,1
3791,20,20,0,-5,-5,0
3792,20,20,0,-6,-5,-1
3793,21,20,1,-6,-6,0
3794,20,21,-1,-6,-6,0
3795,20,20,0,-5,-6,1
3796,20,20,0,-5,-5,0
3797,20,20,0,-6,-5,-1
3798,21,20,1,-6,-6,0
3799,20,21,-1,-6,-6,0
3800,20,20,0,-5,-6,1
3801,20,20,0,-5,-5,0
3802,20,20,0,-6,-5,-1
3803,21,20,1,-6,-6,0
3804,20,21,-1,-6,-6,0
3805,20,20,0,-5,-6,1
3806,20,20,0,-5,-5,0
3807,20,20,0,-6,-5,-1
3808,21,20,1,-6,-6,0
3809,20,21,-1,-6,-6,0
3810,20,20,0,-5,-6,1
3811,20,20,0,-5,-5,0
3812,20,20,0,-6,-5,-1
3813,21,20,1,-6,-6,0
3814,20,21,-1,-6,-6,0
3815,20,20,0,-5,-6,1
3816,20,20,0,-5,-5,0
3817,20,20,0,-6,-5,-1
3818,21,20,1,-6,-6,0
3819,20,21,-1,-6,-6,0
3820,20,20,0,-5,-6,1
3821,20,20,0,-5,-5,0
3822,20,20,0,-6,-5,-1
3823,21,20,1,-6,-6,0
3824,20,21,-1,-6,-6,0
3825,20,20,0,-5,-6,1
3826,20,20,0,-5,-5,0
3827,20,20,0,-6,-5,-1
3828,21,20,1,-6,-6,0
3829,20,21,-1,-6,-6,0
3830,20,20,0,-5,-6,1
3831,20,20,0,-5,-5,0
3832,20,20,0,-6,-5,-1
3833,21,20,1,-6,-6,0
3834,20,21,-1,-6,-6,0
3835,20,20,0,-5,-6,1
3836,20,20,0,-5,-5,0
3837,20,20,0,-6,-5,-1
3838,21,20,1,-6,-6,0
3839,20,21,-1,-6,-6,0
3840,20,20,0,-5,-6,1
3841,20,20,0,-5,-5,0
3842,20,20,0,-6,-5,-1
3843,21,20,1,-6,-6,0
3844,20,21,-1,-6,-6,0
3845,20,20,0,-5,-6,1
3846,20,20,0,-5,-5,0
3847,20,20,0,-6,-5,-1
3848,21,20,1,-6,-6,0
3849,20,21,-1,-6,-6,0
3850,20,20,0,-5,-6,1
3851,20,20,0,-5,-5,0
3852,20,20,0,-6,-5,-1
3853,21,20,1,-6,-6,0
3854,20,21,-1,-6,-6,0
3855,20,20,0,-5,-6,1
3856,20,20,0,-5,-5,0
3857,20,20,0,-6,-5,-1
3858,21,20,1,-6,-6,0
3859,20,21,-1,-6,-6,0
3860,20,20,0,-5,-6,1
3861,20,20,0,-5,-5,0
3862,20,20,0,-6,-5,-1
3863,21,20,1,-6,-6,0
3864,20,21,-1,-6,-6,0
3865,20,20,0,-5,-6,1
3866,20,20,0,-5,-5,0
3867,20,20,0,-6,-5,-1
3868,21,20,1,-6,-6,0
3869,20,21,-1,-6,-6,0
3870,20,20,0,-5,-6,1
3871,20,20,0,-5,-5,0
3872,20,20,0,-6,-5,-1
3873,21,20,1,-6,-6,0
3874,20,21,-1,-6,-6,0
3875,20,20,0,-5,-6,1
3876,20,20,0,-5,-5,0
3877,20,20,0,-6,-5,-1
3878,21,20,1,-6,-6,0
3879,20,21,-1,-6,-6,0
3880,20,20,0,-5,-6,1
3881,20,20,0,-5,-5,0
3882,20,20,0,-6,-5,-1
3883,21,20,1,-6,-6,0
3884,20,21,-1,-6,-6,0
3885,20,20,0,-5,-6,1
3886,20,20,0,-5,-5,0
3887,20,20,0,-6,-5,-1
3888,21,20,1,-6,-6,0
3889,20,21,-1,-6,-6,0
3890,20,20,0,-5,-6,1
3891,20,20,0,-5,-5,0
3892,20,20,0,-6,-5,-1
3893,21,20,1,-6,-6,0
3894,20,21,-1,-6,-6,0
3895,20,20,0,-5,-6,1
3896,20,20,0,-5,-5,0
3897,20,20,0,-6,-5,-1
3898,21,20,1,-6,-6,0
3899,20,21,-1,-6,-6,0
3900,20,20,0,-5,-6,1
3901,20,20,0,-5,-5,0
3902,20,20,0,-6,-5,-1
3903,21,20,1,-6,-6,0
3904,20,21,-1,-6,-6,0
3905,20,20,0,-5,-6,1
3906,20,20,0,-5,-5,0
3907,20,20,0,-6,-5,-1
3908,21,20,1,-6,-6,0
3909,20,21,-1,-6,-6,0
3910,20,20,0,-5,-6,1
3911,20,20,0,-5,-5,0
3912,20,20,0,-6,-5,-1
3913,21,20,1,-6,-6,0
3914,20,21,-1,-6,-6,0
3915,20,20,0,-5,-6,1
3916,20,20,0,-5,-5,0
3917,20,20,0,-6,-5,-1
3918,21,20,1,-6,-6,0
3919,20,21,-1,-6,-6,0
3920,20,20,0,-5,-6,1
3921,20,20,0,-5,-5,0
3922,20,20,0,-6,-5,-1
3923,21,20,1,-6,-6,0
3924,20,21,-1,-6,-6,0
3925,20,20,0,-5,-6,1
3926,20,20,0,-5,-5,0
3927,20,20,0,-6,-5,-1
3928,21,20,1,-6,-6,0
3929,20,21,-1,-6,-6,0
3930,20,20,0,-5,-6,1
3931,20,20,0,-5,-5,0
3932,20,20,0,-6,-5,-1
3933,21,20,1,-6,-6,0
3934,20,21,-1,-6,-6,0
3935,20,20,0,-5,-6,1
3936,20,20,0,-5,-5,0
3937,20,20,0,-6,-5,-1
3938,21,20,1,-6,-6,0
3939,20,21,-1,-6,-6,0
3940,20,20,0,-5,-6,1
3941,20,20,0,-5,-5,0
3942,20,20,0,-6,-5,-1
3943,21,20,1,-6,-6,0
3944,20,21,-1,-6,-6,0
3945,20,20,0,-5,-6,1
3946,20,20,0,-5,-5,0
3947,20,20,0,-6,-5,-1
3948,21,20,1,-6,-6,0
3949,20,21,-1,-6,-6,0
3950,20,20,0,-5,-6,1
3951,20,20,0,-5,-5,0
3952,20,20,0,-6,-5,-1
3953,21,20,1,-6,-6,0
3954,20,21,-1,-6,-6,0
3955,20,20,0,-5,-6,1
3956,20,20,0,-5,-5,0
3957,20,20,0,-6,-5,-1
3958,21,20,1,-6,-6,0
3959,20,21,-1,-6,-6,0
3960,20,20,0,-5,-6,1
3961,20,20,0,-5,-5,0
3962,20,20,0,-6,-5,-1
3963,21,20,1,-6,-6,0
3964,20,21,-1,-6,-6,0
3965,20,20,0,-5,-6,1
3966,20,20,0,-5,-5,0
3967,20,20,0,-6,-5,-1
3968,21,20,1,-6,-6,0
3969,20,21,-1,-6,-6,0
3970,20,20,0,-5,-6,1
3971,20,20,0,-5,-5,0
3972,20,20,0,-6,-5,-1
3973,21,20,1,-6,-6,0
3974,20,21,-1,-6,-6,0
3975,20,20,0,-5,-6,1
3976,20,20,0,-5,-5,0
3977,20,20,0,-6,-5,-1
3978,21,20,1,-6,-6,0
3979,20,21,-1,-6,-6,0
3980,20,20,0,-5,-6,1
3981,20,20,0,-5,-5,0
3982,20,20,0,-6,-5,-1
3983,21,20,1,-6,-6,0
3984,20,21,-1,-6,-6,0
3985,20,20,0,-5,-6,1
3986,20,20,0,-5,-5,0
3987,20,20,0,-6,-5,-1
3988,21,20,1,-6,-6,0
3989,20,21,-1,-6,-6,0
3990,20,20,0,-5,-6,1
3991,20,20,0,-5,-5,0
3992,20,20,0,-6,-5,-1
3993,21,20,1,-6,-6,0
3994,20,21,-1,-6,-6,0
3995,20,20,0,-5,-6,1
3996,20,20,0,-5,-5,0
3997,20,20,0,-6,-5,-1
3998,21,20,1,-6,-6,0
3999,20,21,-1,-6,-6,0
4000,20,20,0,-5,-6,1
4001,20,20,0,-5,-5,0
4002,20,20,0,-6,-5,-1
4003,21,20,1,-6,-6,0
4004,20,21,-1,-6,-6,0
4005,20,20,0,-5,-6,1
4006,20,20,0,-5,-5,0
4007,20,20,0,-6,-5,-1
4008,21,20,1,-6,-6,0
4009,20,21,-1,-6,-6,0
4010,20,20,0,-5,-6,1
4011,20,20,0,-5,-5,0
4012,20,20,0,-6,-5,-1
4013,21,20,1,-6,-6,0
4014,20,21,-1,-6,-6,0
4015,20,20,0,-5,-6,1
4016,20,20,0,-5,-5,0
4017,20,20,0,-6,-5,-1
4018,21,20,1,-6,-6,0
4019,20,21,-1,-6,-6,0
4020,20,20,0,-5,-6,1
4021,20,20,0,-5,-5,0
4022,20,20,0,-6,-5,-1
4023,21,20,1,-6,-6,0
4024,20,21,-1,-6,-6,0
4025,20,20,0,-5,-6,1
4026,20,20,0,-5,-5,0
4027,20,20,0,-6,-5,-1
4028,21,20,1,-6,-6,0
4029,20,21,-1,-6,-6,0
4030,20,20,0,-5,-6,1
4031,20,20,0,-5,-5,0
4032,20,20,0,-6,-5,-1
4033,21,20,1,-6,-6,0
4034,20,21,-1,-6,-6,0
4035,20,20,0,-5,-6,1
4036,20,20,0,-5,-5,0
4037,20,20,0,-6,-5,-1
4038,21,20,1,-6,-6,0
4039,20,21,-1,-6,-6,0
4040,20,20,0,-5,-6,1
4041,20,20,0,-5,-5,0
4042,20,20,0,-6,-5,-1
4043,21,20,1,-6,-6,0
4044,20,21,-1,-6,-6,0
4045,20,20,0,-5,-6,1
4046,20,20,0,-5,-5,0
4047,20,20,0,-6,-5,-1
4048,21,20,1,-6,-6,0
4049,20,21,-1,-6,-6,0
4050,20,20,0,-5,-6,1
4051,20,20,0,-5,-5,0
4052,20,20,0,-6,-5,-1
4053,21,20,1,-6,-6,0
4054,20,21,-1,-6,-6,0
4055,20,20,0,-5,-6,1
4056,20,20,0,-5,-5,0
4057,20,20,0,-6,-5,-1
4058,21,20,1,-6,-6,0
4059,20,21,-1,-6,-6,0
4060,20,20,0,-5,-6,1
4061,20,20,0,-5,-5,0
4062,20,20,0,-6,-5,-1
4063,21,20,1,-6,-6,0
4064,20,21,-1,-6,-6,0
4065,20,20,0,-5,-6,1
